era,name,stash_address,controller_address,commission_percent,self_stake,total_stake,num_stakers,era_points
1827,,FxSTASKrd5MUFHbBxtKuBVjs3bFL8pD9xYHvsmtwX6wXEf2,FxSTASKrd5MUFHbBxtKuBVjs3bFL8pD9xYHvsmtwX6wXEf2,100.00,10000000000000,4081366445410849,1,120
1827,RYABINA /  [14] T.ME/KUSAMA_BOT 🐦,J1EL5BqdVTx3GWg3MJ63eFKLxkGwRWnhbxH4vYQ23msB8QH,J1EL5BqdVTx3GWg3MJ63eFKLxkGwRWnhbxH4vYQ23msB8QH,3.00,103637137181,4862962292887125,19,0
1827,Zug Capital / 85,CzugcaQDfFNEBLEz877A6eK1cuH7jvMzQRMGmanySyRco5n,FWSRqXTqxw4deL2RLgTH8P7SdC8om22zbpDTcJrAunLZLri,2.50,10000000000000,4851535544219526,6,80
1827,P2P.ORG / 123,HCndu2cy9poWZHx1V1PVw73dbkKdZ6FeyHiSTiihw3yeF9s,HCndu2cy9poWZHx1V1PVw73dbkKdZ6FeyHiSTiihw3yeF9s,5.00,1000000000000,4712114746170183,10,100
1827,,E8ALbLynUXWf4RXgoS28YptSnCayTCtyk3Pa1EFNLzJVahj,Gk5Laigb552qyy7BBiWhXTkhwhC9mhPvnSwWLbnPB8ktu4h,6.00,1000000000000,5471957744878666,1,60
1827,Jaco / v25,DdHopCbdSzdf8d1eqdwVGs6uDAyYTdSpytv2Juc3vuRxGNa,DdHopCbdSzdf8d1eqdwVGs6uDAyYTdSpytv2Juc3vuRxGNa,3.00,1000000000000,4862610613355274,2,100
1827,,HsgDkehWhuuDB5ybD2tNTT2vgtEDoYYsyo9i9MUeQHq7epE,GCuNVSX5AzcWVrNqoqVGVTXHZzE8EtD2X82bThrmda1VBqV,100.00,1000000000000,4559562719570939,4,120
1827,,FZxuDGV6jSFGpSJ4mQ1BKGDXabyc5mnF9Abnf95wmCLyEff,CfgJ8WUU9oVQbJyWQP5vvhgvnQa23CNMD2XGdAHPEEboirk,10.00,100000000000,4574678699088051,4,60
1827,,Fcw4BXV77QsgKdf3HdMYQDNcatxd5vS59wEzusa1sSDiC1h,Fcw4BXV77QsgKdf3HdMYQDNcatxd5vS59wEzusa1sSDiC1h,100.00,10000000000,3444612121004044,1,20
1827,Zug Capital / 51,CzugcanpPCqTZjgLQ6r2CCawP4SKFMGorCwNmT2CX8wJ4Zp,DdHXZ8jrQc9ZoxuDRNWwy8pvCAdNVM1zYKacsyBv7nPRDZq,2.50,10000000000000,4862790516587631,4,40
1827,P2P.ORG / 55,CtsCpqinjxip4wAmmUfCmNjr9DHmzKTek44vDGEqygPzWhq,CtsCpqinjxip4wAmmUfCmNjr9DHmzKTek44vDGEqygPzWhq,5.00,5745498286190,7679729658660615,1,120
1827,,DUdStaS3p7Di73mGCrbQ3YRGGpef9THqfPrRyFm6CHQSyMS,DUdStaS3p7Di73mGCrbQ3YRGGpef9THqfPrRyFm6CHQSyMS,100.00,10000000000000,4318415350576028,1,100
1827,,GiBnzCGFofhmAvsUv9FUShUb8YJYYwWex3ThQNkbDDNprS6,Gw9kiLtVfhNQ9KDZHbuBrYMSSS2JoKSsYywbKFALDxxiVz2,100.00,500000000000,22172406422162427,1,100
1827,Soramitsu / sub1,HPLSv74mUyGQZX9581SW4vUHk6MgUSZFwTejDgznH98kZ5q,GqhadyM2dNUArT8k9Pbng6G284hs9zXqaNm18cQiftLVmfu,10.00,1085879317337,6265724583746824,11,100
1827,KeepNode / Hydrogen,FPYSXRysU9Gkv1bHa1znuCMr15DELHSR7XqbBo5MMbtjWgg,HCBrYzpBQ7oDPQR9srnSyEi4nSQwLZXGfNUbZVXTCMxidBK,2.00,9000000000000,4957658535581280,10,180
1827,,FXezGfeLvze1DWUwwEc8MczpLSMnZrSDrcA7Ghyc84NaXGt,DbFQuBdtYBYcVunZH69koFQR8RBQ8jwTBT9ghdUhiDcS5o6,5.00,20682273802818,4650145762568166,16,80
1827,♞GameTheory♜ / v2,FPwa55diVEYwSuhNXwDACk31u4BTe2kgC255BsibKJwFksc,D8fTNYP7N9MCNArZ9mG4ypHtxy9rck4fM4EgfwBC8BsnU4Z,10.00,55423377834698,7424726912249472,2,100
1827,,J8wmAKVhv5uXS2nu2955Lk1GZEHs8KVDfk5XHxGsGjKBxYY,J8wmAKVhv5uXS2nu2955Lk1GZEHs8KVDfk5XHxGsGjKBxYY,100.00,10000000000,4937585341420615,1,40
1827,Staking4All 🥩,GTUi6r2LEsf71zEQDnBvBvKskQcWvK66KRqcRbdmcczaadr,F5Prvqw6vh4fKEjWiedGCJJV96wEJwXDNSLnDzhECiya7X9,3.00,53569093215037,6320965853404239,16,40
1827,Zug Capital / 18,Czugcaso8uTUyA5ptvpZp1jthoWSESrR6aFPCh7DnswH7TQ,GNFqk18Y8zukB6TtDgyThvFXRnp2KVS48T3fung9zfi4TEn,2.50,10000000000000,4862214772265273,7,100
1827,Jaco / v12,EVj5ugr8qFxzri8TVGDz6axZFNJ2YW9SvEoHSqnEYc9aE3c,EVj5ugr8qFxzri8TVGDz6axZFNJ2YW9SvEoHSqnEYc9aE3c,3.00,1000000000000,4858175412139472,8,100
1827,,EY4UdjcZpQyUBNQ2Do7UapNjGyvc33apGwmYHUxc6V5D6xv,EY4UdjcZpQyUBNQ2Do7UapNjGyvc33apGwmYHUxc6V5D6xv,100.00,10000000000,3523135047684443,1,80
1827,EVERSTAKE,ESRBbWstgpPV1pVBsqjMo717rA8HLrtQvEUVwAGeFZyKcia,FMMwNdHXu6jUsg2gzQvPvih3aD7z2QmdPhUA4kZSFAA32Ak,10.00,2000000000000,5869186338079329,12,80
1827,Zug Capital / 26,CzugcaNyjXRijFJV7oyS1NS77JfSMk3Q19EDVjVqqeYW371,DNsb3ozPtjLM2PTGS75jVER91bF7JB7LPij2XmXRq4LgUx4,2.50,10000000000000,4887898430430141,4,40
1827,P2P.ORG / 25,FDKyVTqcnVpmQkBez6mmawzLHeZhbpGmznVZfUxZmjsVQrL,G5CfX3c3n9YuHYJPYa3cNp2YKon6WsKZgGRd9zr2nUyRGoF,5.00,5137096735232,4867592348089934,9,100
1827,🐠 stakefish / SF-12,DfishSgV6wCW81RTtq9orBHxqirFwxa8sUeBv2Tcff9uYG6,HpfishhTDYtXgaG4u83QMJ27zWiXeXZ2fHnwn9V2BfqT9ob,4.00,3042070695563,4911815845298502,2,60
1827,Hypersphere / Hypersphere-5,G5F1ov73vCDwMXFHmmn1Ape4GyaM3UMH3kDuzWnGGx9ef44,G5F1ov73vCDwMXFHmmn1Ape4GyaM3UMH3kDuzWnGGx9ef44,100.00,10000000000,8000010000000000,1,140
1827,P2P.ORG / 90,GtSEJD9khXHNH4SeoN1B99TUxVAUkuioeGtBVLhq7xCLGfc,GtSEJD9khXHNH4SeoN1B99TUxVAUkuioeGtBVLhq7xCLGfc,5.00,7743646072658,4865428799687886,5,60
1827,,ESaTdKYYtRYhJbYjMzgKauNyZHbaNzx2vknC9eioqKusWSt,G7KkZ4anHw5Ufc5xaJDRgSbW9hrsU56hZ5mL2G9QdCgxgsd,5.00,5736541825000,4679166680673492,2,60
1827,P2P.ORG / 47,EcfwqGUs6Dk6ct4rvbjXrDGLte4F1sYsKRCQn2g9xJaJ3Sx,EBP2tiz74jkuREXKijKBJgkoc584W2YfHpaJN68BNCwqBrh,5.00,5421053271649,7671821154755403,1,80
1827,,CrQ6SEEWqmpaPCU86kD6xsKGhX871Lo5nyhcQHtgH6qQwWx,CrQ6SEEWqmpaPCU86kD6xsKGhX871Lo5nyhcQHtgH6qQwWx,100.00,10000000000,6875114905775540,1,140
1827,SynerWork Inc,F7hDMvu33u14QPXbkBzqF4CuuyyruB2xi6D3V7aUbY8KGpr,DpQM1RxwZyzjsqwDgnXPd1WJfunuWiqoxZy2mnoaP9iUZ3r,0.00,54000000000000,6522235243668769,2,60
1827,,JA3Zi2aY9jRQzL8ey7c9vPi9Q4EEDPqb9uqCsgBdaZihJ4n,JA3Zi2aY9jRQzL8ey7c9vPi9Q4EEDPqb9uqCsgBdaZihJ4n,100.00,10000000000,7333343333333333,1,40
1827,P2P.ORG / 101,ELrpz9sa3CR1KxQ7FpdkMHhLMh7YHbXZz9aiXjoGkTiMxbv,ELrpz9sa3CR1KxQ7FpdkMHhLMh7YHbXZz9aiXjoGkTiMxbv,5.00,2000000000000,4711035832415938,13,40
1827,P2P.ORG / 36,Eo7gmj2A1zpnr9tgJeDtLk6eFff8QtvF9LkxmasjJs8iSUe,ERsmW78yJbdCNsXV3J995vaeHdFi3PxkfdofHhr3jMrB4XZ,5.00,5153944244677,4708639552866531,11,60
1827,,FPUnF2s7Sr97MZWwHqwEhTq5woYdaxDgHooiQ2kYBVwRPZR,Ghjb9EWEfrKD4KJRRkSkRBFmiTLPET4JHhXTbqTbMeCqB7X,100.00,10000000000,4546784518682747,1,0
1827,Filimonov,HNKtoRFLmLsa4mti1LxjE5CmJhcTwq5SBkjDcmySHBZLPir,Cb3D378d6D95Ro5YeJ44zKty9rHRWhRQgSyB5oNw4oAmbat,10.00,55529796530888,6523047961787836,2,60
1827,Zug Capital / 22,CzugcayUSSfvxRERCF1J2Q94eWyVywRMuRoRzvSYXuSkn9m,EtiXTTCqRWLVYYySmeV1aiSAZYr6EzQvHx875mbauFHmXxN,2.50,10000000000000,4868756766830385,4,60
1827,,HvuKoPxdDqFsptnistbe23WrvTrQ63xyHXJ89natRebLQ1A,HvuKoPxdDqFsptnistbe23WrvTrQ63xyHXJ89natRebLQ1A,100.00,500000000000,3750496185244526,1,20
1827,Zug Capital / 55,CzugcairaRMpDdw4msn2mymanWbvr4z3JWHtizgChCSiNBn,GXpwMjQKBNhKKhf2ZpFqXgMqGnTAiwEp7s4eE4m91TUoc38,2.50,10000000000000,4876718425171731,5,20
1827,,ETZ1EXDD4JEFPaNGRmDez4NEpvTbkf5YZ69emedEwz7y9s2,HTrDUTmBELjwqEe3CNScyqHXYBNsASYB4Lxmc6d2pVTv4vX,5.00,1000000000000,4641335693615542,10,60
1827,,Ft8mg2YUeg6eJJznsdfPxohUdPsRVtGfEwvU2Py5BrhgZJa,HLTUfeGD6tuQBgqT3cx12EVChoBimfuBRN5emFQJHqqTKu9,10.00,93983335672,4553832852096713,3,60
1827,BLACKMIRROR / BLACKMIRROR1,F9pECo13Rmr6t96TqSCSwjDdAmWXidTBdkprG9bUcYyKEVM,F9pECo13Rmr6t96TqSCSwjDdAmWXidTBdkprG9bUcYyKEVM,100.00,10000000000,5185147980115963,1,80
1827,RYABINA /  [38] T.ME/KUSAMA_BOT 🐦,E5xn3oH1XNipeN58L7ENVmRdUVdUb47p61r1MssGRkRzAzi,E5xn3oH1XNipeN58L7ENVmRdUVdUb47p61r1MssGRkRzAzi,3.00,150151080871,5892367051902483,1,40
1827,,Gjc8GEccxJ9VSzFbXDAvhgk3G31oKcHTeP8Z6aseRmWdmYb,DkkySFPVDAsWHQZsCtUeuuNuiM6NkeQTuEmgxVxdqkztg34,10.00,10000000000,4549704359807736,1,100
1827,Axia / shibui,CiXHzQXbuCbR4gQgs6BBnBKh61bub61tjgWnHVGEtbBAPPj,CtheXAjGsnAfxfo31tLPaxCaRrLXaY3rEVR9ofr85kF5MAS,10.00,55011241111588,11716392339750946,1,120
1827,Needlecast Labs,DVi68PeuKpQAHrCyBnHHhCQoonMXu7ZrL8keRxC7i4Doj9E,DQfYvCmp9rm8ouKewZ6TkLNLF3C64yCGCUot1bouQoDdUEw,0.00,14613828001,4833862161829791,15,80
1827,,DdUBWvLAPSUxcRLPvjcaX6374dmyfC3PJaCWvFy5g5BeP4N,DdUBWvLAPSUxcRLPvjcaX6374dmyfC3PJaCWvFy5g5BeP4N,100.00,10000000000,7333343333333333,1,20
1827,,DVTEK8u4iPAq6Nxmc79jBqeqWnLkwjeDqQJfb7NH323TmcC,DVTEK8u4iPAq6Nxmc79jBqeqWnLkwjeDqQJfb7NH323TmcC,100.00,10000000000,3444139091325246,1,100
1827,,GPkqCtBuasurdEroHQweqAdoiwXUUZqTcCjFES3xxDdNFsn,FM3FF52VKtrEUy4sGPezE8e8RGige14tJSAx2sadxGVXHMs,100.00,1000000000000,4559561005974759,3,100
1827,,Hww6Tje6LZpn4XU7BdaG7H3WjN4L4NEgD34WWJ75GHnEewT,Hww6Tje6LZpn4XU7BdaG7H3WjN4L4NEgD34WWJ75GHnEewT,100.00,27316664023220,4531028664555394,1,140
1827,,GESTaSvnFk9wDe14MFhJswsF3tCugom6M3Soni3Dc4XRxM5,GESTaSvnFk9wDe14MFhJswsF3tCugom6M3Soni3Dc4XRxM5,100.00,10000000000000,4317560845349813,1,60
1827,,Cg2efTDG1AtwyPAQJveSDo2rc8no1RhMXy95dxSgtDj1p3b,Cg2efTDG1AtwyPAQJveSDo2rc8no1RhMXy95dxSgtDj1p3b,100.00,1000000000000,4022366261293585,2,80
1827,👑 King 👑 Kusama 👑 / 2,GNptL51p7T4WEyL7qaXxpbW2Zzj2RKwimg1er3xZ6nJyoDx,JFCkPfQmygoCgsr3H1249jc7TjEbqyxN173LQAKZCriEMWZ,10.00,55406466974140,11716787565613498,1,140
1827,,HCj2iw96YwouLMAKeBC12LQsCcj2U8isYNXVosf4FoJi1Rv,HCj2iw96YwouLMAKeBC12LQsCcj2U8isYNXVosf4FoJi1Rv,100.00,500000000000,3749146318410372,1,60
1827,P2P.ORG / 86,Da6FyV3dbfwhbb8tssJqSCzC79pWEZzyXxp5vXySB8rQRJd,Da6FyV3dbfwhbb8tssJqSCzC79pWEZzyXxp5vXySB8rQRJd,5.00,1000000000000,4683849305914999,4,0
1827,CP287-CLOUDWALK,DfiSM1qqP11ECaekbA64L2ENcsWEpGk8df8wf1LAfV2sBd4,DfiSM1qqP11ECaekbA64L2ENcsWEpGk8df8wf1LAfV2sBd4,3.00,3894100171543726,21771711297104751,6,100
1827,PATRACT / 04,J9EEpca29nSszz58q88ociaPi9LuyCD3FQm6Fx7LtD5fYNe,J9EEpca29nSszz58q88ociaPi9LuyCD3FQm6Fx7LtD5fYNe,10.00,18914849452686,4649794264234179,6,100
1827,Zug Capital / 02,CzugcatJoSH4dGoU3oddqoyAFtaA8NXFjeDqLZEC7G41CEw,E1R74g7BCeLwCGVQpyBRegBdUKt2XBfYHPVFGkGPJt9UzV4,2.50,10000000000000,4855724013476656,13,80
1827,P2P.ORG / 79,HpdNM5bg2nzNq7d7kBuGDRQQnNPWr6buYGHwCDk8M2uCCjW,HpdNM5bg2nzNq7d7kBuGDRQQnNPWr6buYGHwCDk8M2uCCjW,5.00,5257768094857,7678575204401396,2,80
1827,Zug Capital / 05,Czugcai3t8bvCymZMeyha5gXzELohTFhdCNAWSE2Xyequfc,EKeFvaLZd1JN3H2tc7sRvdCbH7oBE5c6zwZCAyaYdYqcBQt,2.50,10000000000000,6654493880588717,6,80
1827,Zug Capital / 42,CzugcaERKCuKj3WFDJvivyWnNUGgmvdeNMR94JLYWQuTpyu,E6SavQgoucphwWAXNoGANTNMoToTLrirpoYLuiceTEg4Ek2,2.50,10000000000000,4862300257752449,7,20
1827,MANGLE capital / V45,Ehk1tP6z2z7e1RJYfcBbtxAYBeqHRuzmcT6SFENJgPjq7qB,Ehk1tP6z2z7e1RJYfcBbtxAYBeqHRuzmcT6SFENJgPjq7qB,5.00,500000000000,5472418768024325,2,20
1827,,D948vxMSA6u7G5gqPGQdAUDMJbiR7wgqZ1La8XeBiXr9FTF,JApqhboRhmTXq3LpnLPrphsTzkymybuNufWRWuhE1LskfQN,5.00,9995193239997,4640788470513478,11,180
1827,P2P.ORG / 107,FAYH3RYLNYZVo7H8CiPQiezffJ8Ew2LDnFhisuG1P6dUGbE,FAYH3RYLNYZVo7H8CiPQiezffJ8Ew2LDnFhisuG1P6dUGbE,5.00,2000000000000,4771656445436531,6,80
1827,Zug Capital / 27,Czugca8nXsnzGCA3XSCsQxf3cBNd6TybsbR2SUdeB73xmrs,Hgmncny8CnmdLbQjGmQCAu8uwsMJpq6VM8ZntYn1LWMUraf,2.50,10000000000000,4854535355862802,5,60
1827,PATRACT / 11,CcxRFEAMswJ7Td2CLNYaviQcrPrHLCVLPm6MDGWCahJr6WY,CcxRFEAMswJ7Td2CLNYaviQcrPrHLCVLPm6MDGWCahJr6WY,100.00,10000000000000,4643698445482750,2,100
1827,PATRACT / 08,DacLFoSr4cgMAcxVSxHBcDVLUUKbuddbNmM4YNynmHkuYbX,DacLFoSr4cgMAcxVSxHBcDVLUUKbuddbNmM4YNynmHkuYbX,10.00,11968740226714,4654176459907266,7,80
1827,RYABINA /  [10] T.ME/KUSAMA_BOT 🐦,EMa2d6yYb3CPxyArDCzsMfngnDKUbRL6QdogfYAPKZmmN1E,EMa2d6yYb3CPxyArDCzsMfngnDKUbRL6QdogfYAPKZmmN1E,3.00,150000000000,4870060635883522,13,60
1827,uc3r,GUejeE6LyvMTNA2eswRfse3bJ2G8DswjVgFMwTZKs2tuiod,EAdCRBgFKddn45hVj2hJnSQ1Cttu2hEon6dDfetS8Ea4VQ2,10.00,54220275638843,11715601374278201,1,60
1827,,GSVVyoxvbgtQG8ZHmmVFqeefvBmwNkNGacYSfUXZLFxtGNQ,EqJeFVQt5KJUar38tHs7PiDbf1iW5GqEM47vRZfS2QZbwdC,5.00,1000000000000,4644482379304539,5,20
1827,BLOCK AEGIS,HcdBFbGDMFzs5MuYQxFQpTBivHgH1UyFKqQDip9YgmqngKH,HFAVEh3rDXkqavV9iWibiTePFVGRf4puCZZW7QT4kBTDaQN,10.00,50088123672948,6962317392524270,1,20
1827,,EXkCSUQ6Z1hKvGWMNkUDKrTMVHRduQHWc8G6vgo4NccUmhU,H4Af6szpiQ681EuN8fEV5oFLoZVf4YfPG8JESWRB8sexszx,100.00,100500000000000,22173355261723264,5,60
1827,,CoS64CrbKnNcfGBMisggvu4gsy2pxqaSuT1bFjGwnTZXY5v,CoS64CrbKnNcfGBMisggvu4gsy2pxqaSuT1bFjGwnTZXY5v,100.00,10000000000,6875114905775540,1,60
1827,RYABINA /  [44] T.ME/KUSAMA_BOT 🐦,HTuSa9vH4V8Vs4E4HzJ6o74yjYpKnLcs97QTvcPDSE5tqHj,HTuSa9vH4V8Vs4E4HzJ6o74yjYpKnLcs97QTvcPDSE5tqHj,3.00,100000000000,4875781051347137,11,60
1827,RYABINA /  [12] T.ME/KUSAMA_BOT 🐦,EaWWcRin5KwuXYFZA7ANuMCydQHjM5MofStJGusASGeXrrs,EaWWcRin5KwuXYFZA7ANuMCydQHjM5MofStJGusASGeXrrs,3.00,150000000000,4856473915535946,10,40
1827,,HFa7UBEdBcxt2YzabBp91UMNZDFMn1ZLWfwGfV3sCxJfwHM,HFa7UBEdBcxt2YzabBp91UMNZDFMn1ZLWfwGfV3sCxJfwHM,100.00,10000000000,3444612121004044,1,40
1827,P2P.ORG / 24,HeMVut33HJMXa216gqAaMifNNAadpvTPmF2Xn6aK3qLrTJM,EZjvr5Ns2B8HNAY9vkNosFV15wu4kV364cfScTdFexFyHi1,5.00,5764039604975,4867248714289544,2,80
1827,,DStASEeXbLj16XxVBPzZwZhYBx7TNuLxeYBBrS6T7wrdJ3r,DStASEeXbLj16XxVBPzZwZhYBx7TNuLxeYBBrS6T7wrdJ3r,100.00,10000000000000,4317560845349813,1,140
1827,P2P.ORG / 11,H4oBKpy6PW6zns93rJvQTBWb3sKSpFw5Cf56zkaNGyjgbyc,DB8zfJJGCqKLNXGrfptuRLcGz3VvSiSLJ5YfcHVZfNyqVnz,5.00,5235964385770,5390976859019832,3,80
1827,Taiwan 001,GCNeCFUCEjcJ8XQxJe1QuExpS61MavucrnEAVpcngWBYsP2,FhXgqwhE1gHLpk7jNbQcNx4k12syH9frbkdKPmNf3LsWiC1,8.00,50106398181125,5257073388693209,4,40
1827,,HNxuNtuTuvxYS59eo3pUxQ73JmoTCDjVXoiaF1wGCixGeFi,GyDpFE33ivPUw3YLyYDLU2RLhNxpphXqar1JwYXwe5Q9kzX,6.00,12805353259871,5405839022413225,2,100
1827,,DK2B9SYftWfjmhSBBQ5z2FAFgnj74r3cJBFP95XAk2LPZFm,DK2B9SYftWfjmhSBBQ5z2FAFgnj74r3cJBFP95XAk2LPZFm,100.00,10000000000,4936364725277510,1,60
1827,Jaco / v13,CweeXFyo7z3pga4B7U6y2hxdnHRizpPSWYXua562Xt2xwLY,CweeXFyo7z3pga4B7U6y2hxdnHRizpPSWYXua562Xt2xwLY,3.00,1000000000000,4858565787829934,5,100
1827,,JLVPo5kN6m8tuBCkxXnL9ZrBVS9UXMG6o7kTnxUSJWwRTp2,JLVPo5kN6m8tuBCkxXnL9ZrBVS9UXMG6o7kTnxUSJWwRTp2,100.00,10000000000,4937585447055362,1,120
1827,P2P.ORG / 20,HhQCLnKTcsZH75LYR1oj5MVKrs2RJyn8Cvcs8VR8nDGeKkW,EVYL1KMsRmTbK98erpifndgPmTxcUiin3qVHBPWZqruQybX,5.00,5167156144319,5405652575795734,1,60
1827,,GcmkXvS9qWafWgbVgd4TtePJokkLq5VcvPUNKmyyz1QAh37,GcmkXvS9qWafWgbVgd4TtePJokkLq5VcvPUNKmyyz1QAh37,100.00,10000000000,3444612121004044,1,20
1827,,DEFQigjrErCANqTMiTRuy7BB5L46q9C36Bxqe41GV1yR6vA,EnXKiRFvmFzexUwumSMd8oKo5aq4hTskNxQgRKZjH7B9pEc,5.00,1066002781000,4662257587648490,10,100
1827,,DDStaskLc5RKEGSQVS9n9P5xbTv9KXaFCweoTDcQQnVEgaY,DDStaskLc5RKEGSQVS9n9P5xbTv9KXaFCweoTDcQQnVEgaY,100.00,68000000000000,3727967956054017,1,20
